name,sex,meaning,origin
Oletha,F,"Light, Nimble",English
Olexa,F,Protector of mankind,English
Olga,F,Holy,Russian
Oliana,F,Oleander,Hawaiian
Olie,M,"Talisman, Ancestor",Norse
Olimpie,F,"Of Mount Olympus, Heavenly",Greek
Olin,M,Holy,English
Olin,M,"Talisman, Ancestor",Norse
Olinda,M,Holy,English
Olinda,F,"Defender, Guard",German
Olinda,F,Protector,Spanish
Oliphant,M,Great strength,Scottish
Olita,F,Winged,English
Olive,F,Kind one,Norse
Olive,F,Olive,Irish
Olive,F,Olive tree,French
Olive,F,Olive tree,Latin
Oliver,M,Kind one,Norse
Oliver,M,Olive tree,English
Oliver,M,Olive tree,French
Oliver,M,Olive tree,Latin
Oliver Martext (Sir),M,Appeared in As You Like It,Shakespearian
Oliveria,F,Affectionate,Spanish
Oliverio,M,Affectionate,Spanish
Oliverios,M,Affectionate,Spanish
Olivero,M,Kind one,Norse
Olivero,M,Olive tree,French
Olivero,M,Olive tree,Latin
Olivette,F,Kind one,Norse
Olivette,F,Olive tree,French
Olivette,F,Olive tree,Latin
Olivia,F,Appeared in Twelfth Night,Shakespearian
Olivia,F,Kind one,Norse
Olivia,F,Olive,Spanish
Olivia,F,Olive tree,French
Olivia,F,Olive tree,Latin
Olivier,M,Appeared in As You Like It,Shakespearian
Olivier,M,Kind one,Norse
Olivier,M,Olive tree,French
Olivier,M,Olive tree,Latin
Olivya,F,Kind one,Norse
Olivya,F,Olive tree,French
Olivya,F,Olive tree,Latin
Ollaneg,M,From Olney,English
Olley,M,Kind one,Norse
Olley,M,Olive tree,French
Olley,M,Olive tree,Latin
Ollie,M,Kind one,Norse
Ollie,M,Olive tree,French
Ollie,M,Olive tree,Latin
Ollie,F,Kind one,Norse
Ollie,F,Olive tree,French
Ollie,F,Olive tree,Latin
Olly,M,Kind one,Norse
Olly,M,Olive tree,French
Olly,M,Olive tree,Latin
Olly,F,Kind one,Norse
Olly,F,Olive tree,French
Olly,F,Olive tree,Latin
Olney,M,Holy,English
Olof,M,"Talisman, Ancestor",Norse
Olono,F,A hill,Australian Abori
Olva,F,Kind one,Norse
Olva,F,Olive tree,French
Olva,F,Olive tree,Latin
Olwen,F,Mythical daughter of Yspaddaden,Celtic
Olwyn,F,Daughter of a giant,Arthurian Legend
Olwyn,F,Mythical daughter of Yspaddaden,Celtic
Olympe,F,From Olympus,French
Olympe,F,"Of Mount Olympus, Heavenly",Greek
Olympia,F,From Olympus,French
Olympia,F,"Of Mount Olympus, Heavenly",Greek
Oma,F,Cedar tree,Hebrew
Oma,F,Commanding,Arabic
Oma,F,The color of olive,Irish
Omah,F,Cedar tree,Hebrew
Omaka,F,The place where the stream flows,Maori
Omanand,M,Joy of Om,Indian
Omar,M,Famous,German
Omar,M,Famous speaker,Hebrew
Omar,M,Long lived,Arabic
Omat,F,The color of olive,Irish
Omawnakw,M,Cloud feather (Hopi),Native American
Omeet,M,My light,Hebrew
Omega,F,Great,Greek
Omer,M,Famous,German
Omer,M,First son,Arabic
Omet,M,My light,Hebrew
Omette,F,Cedar tree,Hebrew
Omie,F,Pleasant,Hebrew
Ominotago,F,Beautiful voice (Chippewa),Native American
Ommar,M,First son,Arabic
Ompoly,M,Ampleumian,Hungarian
Omprakash,M,Light of Om,Indian
Ona,F,Graceful,Hebrew
Ona,F,One,Irish
Ona,F,Unity,Gaelic
Ona,F,Unity,Latin
Onaedo,F,Gold,African
Onawa,F,Wide awake,Native American
Ond,M,Tenth child,Hungarian
Onde,F,Of the wave,Latin
Ondine,F,Of the wave,Latin
Onfroi,M,PeacefuI Hun,French
Oni,F,"Desired, Born in a sacred location",African
Onida,F,The expected one,Native American
Onille,M,From the golden village,French
Onit,F,Graceful,Hebrew
Onora,F,Honor,Irish
Onslow,M,From the zealous one's hill,English
Onslowe,M,From the zealous one's hill,English
Oojam,M,Enthusiasm,Indian
Oola,F,A red lizard,Australian Abori
Oona,F,One,English
Oona,F,One,Irish
Oona,F,"One, Unity, Wholeness",Latin
Oona,F,Unity,Gaelic
Oonagh,F,One,Irish
Oonagh,F,Unity,Gaelic
Oonagh,F,Unity,Latin
Oonaugh,F,Unity,Gaelic
Oonaugh,F,Unity,Latin
Oorjit,M,Powerful,Indian
Oota dabun,F,Day star (Algonquin),Native American
Opal,F,Jewel ??,Indian
Ophelia,F,Appeared in Hamlet,Shakespearian
Ophelia,F,Serpentine,French
Ophelia,F,"Useful, Wise",Greek
Ophelie,F,Serpentine,French
Ophelie,F,"Useful, Wise",Greek
Ophira,F,Gold,Greek
Ophra,F,Fawn,Hebrew
Ophrah,F,Fawn,Hebrew
Oprah,F,Fawn,Hebrew
Oprah,F,Gold,Greek
Ora,M,Life,Polynesian
Ora,F,Beautiful seacoast,English
Ora,F,Gold,Spanish
Ora,F,Golden,Latin
Ora,F,Life,Polynesian
Ora,F,Light,Hebrew
Ora,F,Money,Anglo-Saxon
Orabel,F,Beautiful seacoast,English
Orabel,F,Golden,Latin
Orabel,F,Light,Hebrew
Orabelle,F,Beautiful seacoast,English
Orad,M,Earth,Australian Abori
Orah,F,Golden,Latin
Orah,F,Life,Polynesian
Orah,F,Light,Hebrew
Orahamm,M,From tbe riverbank enclosure,English
Oral,F,Golden,Latin
Oral,F,Light,Hebrew
Oralee,F,Golden,Latin
Oralee,F,Light,Hebrew
Orali,F,Light,Hebrew
Oralia,F,East,Greek
Oralia,F,Golden,Latin
Oralia,F,Light,Hebrew
Oralie,F,Golden,English
Oralie,F,Golden,Latin
Oralie,F,Light,Hebrew
Oram,M,From tbe riverbank enclosure,English
Oram,M,Pale one,Gaelic
Oram,M,Pine,Hebrew
Oran,M,Pale green,Irish
Oran,M,Pale one,Gaelic
Oran,M,Pine,Hebrew
Oran,M,White,Celtic
Orana,F,The moon,Australian Abori
Orane,F,Rising,French
Orani,F,The moon,Australian Abori
Oratun,M,From the shore farm,English
Orbart,M,Wealthy,German
Orbert,M,Wealthy,German
Orbán,M,"Citydweller, Educated man",Hungarian
Orbó,M,"Citydweller, Educated man",Hungarian
Ord,M,Spear,Anglo-Saxon
Ordalf,F,Elfin spear,German
Ordella,F,Elfin spear,German
Ordland,M,From the pointed hill,English
Ordman,M,Spearman,English
Ordmund,M,Spear protector,English
Ordsone,M,Ormond's son,English
Ordwald,M,Spear strength,English
Ordway,M,Warrior armed with a spear,Anglo-Saxon
Ordwin,M,Spear friend,English
Ordwine,M,Spear friend,English
Orel,F,Golden,Latin
Orel,F,Light,Hebrew
Orelda,F,Golden,Latin
Orelda,F,Light,Hebrew
Orelia,F,Golden,English
Orelle,F,Dawn,Latin
Orelle,F,East,Greek
Oren,M,Pine tree,Gaelic
Oren,M,Pine tree,Hebrew
Orenda,F,Magic power (Iroquois),Native American
Orest,M,Mountain,Greek
Orestes,M,Mountain,Greek
Orford,M,From the cattle ford,English
Orghlaith,F,Golden,Irish
Orguelleuse,F,An arrogant lady,Arthurian Legend
Orham,M,From tbe riverbank enclosure,English
Ori,M,My light,Hebrew
Oria,F,East,Greek
Oria,F,Golden,Latin
Oria,F,Light,Hebrew
Oriana,F,Blond,Celtic
Oriana,F,Dawn,Latin
Oriana,F,East,Greek
Orianna,F,"Golden, Dawning",Latin
Orick,M,From the ancient oak tree,English
Oriel,F,"Golden, Angel of destiny",French
Orielle,F,"Golden, Angel of destiny",French
Orien,M,"Dawn, East",Latin
Orien,M,The hunter,Greek
Orienne,F,"Golden, Dawning",Latin
Orik,M,From the ancient oak tree,English
Orin,M,Pale one,Gaelic
Orin,M,Pine tree,Hebrew
Orin,M,White,Celtic
Orinda,F,Fire serpent,Teutonic
Oriole,F,Golden,Latin
Oriole,F,Light,Hebrew
Orion,M,"Dawn, East",Latin
Orion,M,The hunter,Greek
Oris,M,"Dawn, East",Latin
Oris,M,The hunter,Greek
Oris,M,Tree,Hebrew
Orla,F,Golden,Irish
Orla,F,Golden lady,Latin
Orlaith,F,Golden,Irish
Orlaithe,F,Golden,Irish
Orlan,M,Famous soldier,German
Orlan,M,Famous soldier,Spanish
Orlan,M,From the pointed hill,English
Orland,M,Famous soldier,German
Orland,M,Famous soldier,Spanish
Orland,M,From the pointed hill,English
Orlanda,F,Bright sun,Latin
Orlando,M,Appeared in As You Like It,Shakespearian
Orlando,M,Bright sun,Latin
Orlando,M,Famous land,Spanish
Orlando,M,Famous soldier,German
Orlanna,F,Dawn,Latin
Orlanna,F,East,Greek
Orlantha,F,From the land,German
Orlee,F,Light,Hebrew
Orlege,M,Battle strife,Anglo-Saxon
Orlena,F,Gold,French
Orlena,F,Golden,Latin
Orlena,F,Light,Hebrew
Orlene,F,Gold,French
Orlene,F,Golden,Latin
Orlene,F,Light,Hebrew
Orlie,F,Golden,Latin
Orlie,F,Light,Hebrew
Orlin,M,Famous soldier,German
Orlin,M,Famous soldier,Spanish
Orlina,F,Gold,French
Orlondo,M,Famous soldier,German
Orlondo,M,Famous soldier,Spanish
Orly,M,Bright sun,Latin
Orly,F,Golden,Latin
Orly,F,Light,Hebrew
Orman,M,Spearman,English
Ormeman,M,Spearman,English
Ormemund,M,Spear protector,English
Ormod,M,Sad,Anglo-Saxon
Ormond,M,Spear protector,English
Ormos,M,Like a cliff,Hungarian
Ormund,M,Spear protector,English
Ornetta,F,Cedar tree,Hebrew
Oro,M,Gold,Spanish
Oroiti,M,The slow-footed one,Polynesian
Oros,M,"Citydweller, Educated man",Hungarian
Orpah,F,Golden,Latin
Orpah,F,Light,Hebrew
Orquidea,F,Orchid,Spanish
Orquidia,F,Orchid,Spanish
Orran,M,Pale one,Gaelic
Orran,M,Pine,Hebrew
Orran,M,River name,English
Orren,M,Pale one,Gaelic
Orren,M,Pine,Hebrew
Orren,M,River name,English
Orrick,M,From the ancient oak tree,English
Orrie,M,Pale one,Gaelic
Orrie,M,Pine,Hebrew
Orrik,M,From the ancient oak tree,English
Orrin,M,Mountain,Greek
Orrin,M,Pale one,Gaelic
Orrin,M,Pine,Hebrew
Orrin,M,River name,English
Orsa,F,Little bear,Latin
Orsen,M,Bear,Latin
Orsen,M,Spearman's son,English
Orsin,M,Bear,Latin
Orsin,M,Spearman's son,English
Orsini,M,Bear,Latin
Orsini,M,Spearman's son,English
Orsino,M,Appeared in Twelfth Night,Shakespearian
Orsola,F,Little bear,Latin
Orson,M,Bear,Latin
Orson,M,Little bear,French
Orson,M,Spearman's son,English
Ortensia,F,"Gardener, Farmer",Latin
Orton,M,From the shore farm,English
Ortun,M,From the shore farm,English
Orva,F,Brave friend,Anglo-Saxon
Orva,F,Special friend,English
Orva,F,Worth gold,French
Orval,M,From the golden village,French
Orval,M,Spear strength,English
Orvalle,M,From the golden village,French
Orvelle,M,From the golden village,French
Orvil,M,From the golden village,French
Orvil,M,Spear strength,English
Orville,M,From the golden village,French
Orville,M,Spear strength,English
Orvin,M,Brave friend,Anglo-Saxon
Orvin,M,Spear friend,English
Orvyn,M,Brave friend,Anglo-Saxon
Orvyn,M,Spear friend,English
Orwald,M,Spear strength,English
Orzora,F,God's strength,Hebrew
Orzsebet,F,Devoted to God,Hebrew
Os,M,Divine,English
Osana,F,Health,Spanish
Osane,F,Health,Spanish
Osaze,M,Favoured by God,Hebrew
Osbart,M,Divinely brilliant,English
Osbeorht,M,Divinely brilliant,English
Osberga,F,Name of a queen,Anglo-Saxon
Osbert,M,"Divinely glorious, Inspired",English
Osborn,M,Bear of God,Scandinavian
Osborn,M,"Divinely glorious, Inspired",English
Osborne,M,"Inspired, Divine",English
Osborne,M,Soldier of God,Hebrew
Osbourne,M,Born from a Bear ??,Scandinavian
Osbourne,M,Divine warrior,English
Osburga,F,Name of a queen,Anglo-Saxon
Osburn,M,Divine warrior,English
Osburt,M,Divinely brilliant,English
Oscar,M,Divine spear,Norse
Oscar,M,God's spear,English
Oscar,M,Jumping fighter,Celtic
Osckar,M,Jumping fighter,Celtic
Osgood,M,Divine spear,Norse
Osip,M,God wiIl multiply,Hebrew
Oskar,M,Divine spear,Norse
Oskar,M,Jumping fighter,Celtic
Osker,M,Jumping fighter,Celtic
Osman,M,"Divinely glorious, Inspired",English
Osmar,M,"Divinely glorious, Inspired",English
Osmarr,M,"Divinely glorious, Inspired",English
Osmen,M,"Inspired, Divine",English
Osmin,M,Godly protection,English
Osmond,M,"Divinely glorious, Inspired",English
Osmont,M,Divine protector,English
Osmund,M,"Divinely glorious, Inspired",English
Osraed,M,Divine counselor,English
Osred,M,Divine counselor,English
Osric,M,Appeared in Hamlet,Shakespearian
Osric,M,Divine ruler,Anglo-Saxon
Osric,M,Divine ruler,English
Osrick,M,Divine ruler,English
Osrid,M,Divine counselor,English
Osrik,M,Divine ruler,English
Osryd,M,Divine counselor,English
Ossian,M,Fawn,Irish
Ossian,M,Fawn,Latin
Ossie,M,"Divinely glorious, Inspired",English
Osted,M,"Inspired, Divine",English
Ostric,M,"Inspired, Divine",English
Oswald,M,Appeared in King Lear,Shakespearian
Oswald,M,"Divinely glorious, Inspired",English
Oswald,M,Name of a king,Anglo-Saxon
Oswald,M,Power of God,German
Oswaldo,M,Divinely powerful,English
Oswall,M,Divinely powerful,English
Osweald,M,Divinely powerful,English
Oswell,M,"Divinely glorious, Inspired",English
Oswin,M,God's friend,English
Oswine,M,Name of a king,Anglo-Saxon
Oswiu,M,Name of a king,Anglo-Saxon
Oswy,M,Name of a king,Anglo-Saxon
Oszkár,M,Divine spear,Norse
Otaktay,M,Kills many (Sioux),Native American
Otello,M,Acute,Greek
Otello,M,Wealthy,German
Otha,F,Little wealthy one,Anglo-Saxon
Othello,M,Acute,Greek
Othello,M,Appeared in Othello,Shakespearian
Othello,M,Wealthy,German
Othili,F,Little wealthy one,Anglo-Saxon
Othman,M,Wealthy,German
Othmann,M,Wealthy,German
Otho,M,Acute,Greek
Otho,M,Wealthy,German
Othomann,M,Wealthy,German
Otilie,F,Fortunate heroine,German
Otilio,M,Acute,Greek
Otilio,M,Wealthy,German
Otis,M,Acute,Greek
Otis,M,Wealthy,German
Otka,F,Fortunate heroine,German
Otoahhastis,M,Tall bull (Cheyenne),Native American
Otoahnacto,M,Bull bear (Cheyenne),Native American
Otthild,F,Fortunate heroine,German
Otthilda,F,Fortunate heroine,German
Otthilde,F,Fortunate heroine,German
Ottila,F,Fortunate heroine,German
Ottilia,F,Fortunate heroine,German
Ottilie,F,Little wealthy one,Anglo-Saxon
Otto,M,Acute,Greek
Otto,M,Wealthy,German
Ottokar,M,Happy fighter,German
Otylia,F,Fortunate heroine,German
Ouisa,F,Warrior maiden,German
Ouise,F,Warrior maiden,German
Ouray,M,Arrow,Native American
Ourson,M,Little bear,French
Ovadiah,M,Serves God,Hebrew
Ovadya,M,Serves God,Hebrew
Ove,M,"Awe, The spear's point",Norse
Ove,F,"Awe, The spear's point",Norse
Ove,F,Mythical daughter of Dearg,Celtic
Oved,M,Worker,Hebrew
Ovid,M,Lamb,Latin
Ovid,M,Worker,Hebrew
Owain,M,Son of Urien,Arthurian Legend
Owen,M,Warrior,Welsh
Owen,M,Well born,Greek
Owen,M,Young fighter,Celtic
Owens,M,Warrior,Welsh
Owens,M,Well born,Greek
Owin,M,Young fighter,Celtic
Owyn,M,Warrior,Welsh
Owyn,M,Well born,Greek
Owyn,M,Young fighter,Celtic
Oxa,M,Ox,Anglo-Saxon
Oxford,M,From the ox farm,English
Oxley,M,From the ox enclosure,English
Oxnaford,M,From the ox ford,English
Oxnaleah,M,From the ox enclosure,English
Oxnatun,M,From the ox farm,English
Oxon,M,From where the oxen ford,English
Oxton,M,From the ox farm,English
Oz,M,Divine,English
Oz,M,Strength,Hebrew
Oz,F,"Dry earth, Detached, Free of material things",Latin
Ozi,M,Strong,Hebrew
Ozor,M,Name of an etnhic group,Hungarian
Ozsvát,M,"Deity, Might",Hungarian
Ozzi,M,Strong,Hebrew
Ozzie,M,Divinely powerful,English
Ozzie,M,Strong,Hebrew
Ozzie,F,"Dry earth, Detached, Free of material things",Latin
Ozzy,M,Strength,Hebrew
Pabla,F,Little,Spanish
Pabla,F,Petite,Latin
Pablo,M,Little one,Latin
Pablo,M,Little one,Spanish
Pace,M,Born on Easter,French
Pachem,M,Peace,Latin
Pachem,F,Peace,Latin
Pacho,M,Free,Spanish
Pachu'a,M,Feathered water snake (Hopi),Native American
Paciencia,F,Patience,Spanish
Packard,M,One who packs,English
Paco,M,Bald eagle,Native American
Paco,M,Free,Spanish
Pacorro,M,Free,Spanish
Paddy,M,Noble one,Latin
Paden,M,Royal,Scottish
Padgett,M,Young attendant,French
Padma,F,Lotus,Indian
Padmajai,F,"Born from lotus, Lakshmi",Indian
Padmanabh,M,One with lotus in his navel i.e. Vishnu,Indian
Padmini,F,Lotus pond,Indian
Padraic,M,Noble one,Irish
Padraic,M,Noble one,Latin
Padraig,M,Noble,Irish
Padraig,M,Noble one,Latin
Padraigin,F,Noble,Irish
Padriac,M,Noble,Irish
Padric,M,Noble one,Irish
Padruig,M,Noble one,Latin
Padruig,M,Royal,Scottish
Paegastun,M,From the fighter's farm,English
Paella,M,Mantle,English
Page,M,Page,Anglo-Saxon
Page,M,Young attendant,French
Page,F,Attendant,French
Paget,M,Attendant,French
Pahana,M,Lost white brother (Hopi),Native American
Paien,M,Name of a nobleman,French
Paige,M,Page,Anglo-Saxon
Paige,M,Young attendant,French
Paige,F,Attendant,French
Paili,F,Bitter,Hebrew
Paine,M,Pagan,English
Paiva,F,God of the Sun,Scandinavian
Paix,M,Peace,Latin
Paix,F,Peace,Latin
Paki,M,A witness,African
Pakuna,F,Deer jumping down hill (Miwok),Native American
Pakwa,F,Frog (Hopi),Native American
Palamedes,M,A knight,Arthurian Legend
Palba,F,Blond,Spanish
Palban,M,Blond,Spanish
Palben,M,Blond,Spanish
Palita,F,Dove,Spanish
Pall,F,Bitter,Hebrew
Pallaton,M,Warrior,Native American
Pallav,M,Young shoots and leaves,Indian
Pallavi,F,New leaves,Indian
Palma,F,Palm bearing pilgrim,English
Palmer,M,Bearing a palm branch,English
Palmere,M,Pilgrim,English
Palmiera,F,Palm bearing pilgrim,English
Palmira,F,From the city of Palms,Spanish
Palmira,F,Palm bearing pilgrim,English
Palmyra,F,Palm bearing pilgrim,English
Paloma,F,Dove,Spanish
Palometa,F,Dove,Spanish
Palomina,F,Dove,Spanish
Palomita,F,Dove,Spanish
Palomydes,M,A knight,Arthurian Legend
Palsmedes,M,A knight,Arthurian Legend
Palt el,M,God liberates,Hebrew
Palti,M,God liberates,Hebrew
Pam,F,Honeyed,Greek
Pamela,F,Honeyed,Greek
Pamelia,F,Honeyed,Greek
Pamelina,F,Honeyed,Greek
Pamella,F,Honeyed,Greek
Pamelyn,F,Honeyed,Greek
Pamilla,F,Honeyed,Greek
Pammie,F,Honeyed,Greek
Pammy,F,Honeyed,Greek
Pamuy,F,Water moon (Hopi),Native American
Pamyla,F,Honeyed,Greek
Pan,F,Talented one,Greek
Pancho,M,"Free, A free man",Spanish
Pancrazio,M,"Supreme ruler, All powerful",Italian
Pandarus,M,Appeared in Troilus & Cressida,Shakespearian
Pandita,M,Scholar,Indian
Pandora,F,Talented one,Greek
Panduranga,M,One with pale white complexion,Indian
Pangari,F,"A shadow, Of the soul",Australian Abori
Pangi,F,Sweet,African
Pangi,F,Unpredictable,Hebrew
Pania,F,A mythological sea-maiden,Maori
Pankaj,M,Lotus flower,Indian
